Player;Hands;VPIP;PFR;PFR/VPIP;3Bet PF;CBet F;Flop AF;Flop AFq;Fold to F CBet;Fold to F Bet;CBet T;Turn AF;Turn AFq;Fold T Bet;River AF;River AFq;Fold R Bet;Att To Steal (LP);Fold to Steal;3Bet Steal;3Bet Steal (SB);3Bet Steal (BB);Total AF;Total AFq;WSD;WTSD %;WWSF;Call R & WSD;Bet R & WSD;BB/100;My C Won;Call PF 3Bet;Limp;3Bet F XR;3Bet R;4Bet PF;3Bet BB v SB;XR Flop;XR River;XR Turn;Limp/Raise;Raise F CBet;Raise F CBet (3B);Raise F CBet (non-3B);Raise F Float;Raise First;Raise R CBet;Raise T CBet;Stole;Bet R;Call R Bet;Call R XR;CBet R;Fold R Bet;Fold to R 2Bet;Fold to R 3Bet;Fold to R 4Bet+;Fold to R XR;Fold to R Donk;CBet R & Fold;Raise R CBet;Call R Eff;Saw River;Saw River %;WSDWRR;Bet R & WSD;CBet T & Fold;CBet T & Fold (3B);CBet T & Fold (non-3B);Fold to T CBet;Fold to T XR;Raise T CBet;WSDWRT
seppi937;173;30.95;26.79;86.54;15.25;96.55;3.09;66.67;14.29;30;90.91;1.9;57.58;30.77;3.33;55.56;57.14;42.86;68.18;18.18;18.18;18.18;2.62;61.76;43.75;35.56;46.67;0;60;0.01;0.02;25;0;0;50;6.25;33.33;25;0;0;;28.57;0;50;;36.78;0;0;33.33;45;42.86;;50;57.14;50;;;;;;0;0;24;80;100;60;0;0;;20;0;0;100
dmonr;172;52.1;21.21;40.23;2.82;80;0.89;39.51;23.08;24.32;88.89;1.32;44.64;34.48;1.37;56.41;6.67;35.9;47.62;0;0;0;1.11;44.89;51.16;48.31;47.19;25;62.5;0.42;1.45;52.38;22.99;0;0;4.76;0;0;0;0;0;0;0;0;;38.55;0;0;12.5;73.33;93.33;;100;6.67;0;;;;;0;0;1.54;50;72.46;;62.5;0;;0;33.33;50;0;50
akd750i;172;54.44;18.93;34.78;8.96;80;0.97;41.67;25;25;66.67;0.85;38.33;29.41;0.65;30.56;32;35.48;23.53;11.76;28.57;0;0.86;38.33;28.21;41.05;37.89;11.76;42.86;-32.56;-112;40;20.22;0;;7.14;0;6.25;0;0;0;8.33;33.33;4.76;0;25.58;0;0;7.69;37.93;68;;100;32;;;;;0;;0;0.69;51;68.92;;42.86;;;;33.33;0;0;
TbIP-TbIP 88;171;30.36;22.02;72.55;19.51;88.24;0.96;41.07;14.29;18.52;60;1.07;42.11;28.57;1.22;42.31;35.71;20;66.67;26.67;40;0;1.04;41.67;59.09;41.51;41.51;33.33;88.89;-1.3;4.44;66.67;1.33;0;0;0;0;5;0;0;;9.52;14.29;0;0;30.65;0;7.69;12.5;45.83;64.29;;33.33;35.71;100;;;;0;;0;3.28;30;75;;88.89;0;0;;23.08;0;7.69;100
bandita747;168;36.81;23.46;63.33;14.29;76.19;0.84;39.62;22.73;22.22;87.5;1.43;51.28;23.53;1.11;43.48;36.36;37.84;62.5;6.25;12.5;0;1.06;44.35;50;39.22;49.02;22.22;75;16.81;56.47;50;4.35;0;0;7.14;0;0;0;12.5;0;9.09;25;0;;31.76;0;0;29.41;52.63;63.64;;66.67;36.36;0;;;;0;;0;2.76;26;68.42;;75;0;;0;33.33;0;0;66.67
rose777;167;46.95;34.36;72.73;24.66;91.18;1.79;57.14;14.29;15.38;71.43;2;56.6;19.23;1.9;47.5;47.62;54.84;11.11;44.44;55.56;33.33;1.87;54.89;62.07;39.73;45.21;40;81.82;6.26;20.91;33.33;5.13;57.14;0;23.81;25;20.83;0;41.18;0;19.05;30;9.09;0;41.33;0;60;15;53.33;42.86;100;60;47.62;0;50;;0;25;0;0;3.31;44;81.48;100;81.82;0;0;;0;0;60;90
Hohladze;165;33.75;28.75;85.19;12;86.21;2.12;56.25;25;26.32;60;1.6;51.61;31.25;1.12;45;30;39.47;65;10;16.67;0;1.74;53.04;55.56;33.33;50;25;71.43;4.08;2.64;46.67;0;0;0;13.33;0;8.33;0;16.67;;12.5;11.11;14.29;;38.82;0;20;23.81;52.94;70;;100;30;0;;;;;;0;2.77;23;71.88;;71.43;0;0;0;20;0;20;75
rifficizer;164;33.13;24.69;74.07;15.94;96;2.55;54.9;46.67;52.38;72.22;2.12;56.67;25;1.8;42.86;60;45.45;53.85;23.08;28.57;16.67;2.25;52.94;38.89;34.62;32.69;20;60;-24.89;-81.65;29.41;2.5;0;33.33;11.76;100;18.75;0;0;;26.67;20;30;;31.82;0;0;8.33;40;40;0;66.67;60;33.33;;;100;;50;0;1.77;27;75;0;60;50;50;50;0;33.33;0;
Krippler;164;53.13;5;9.41;1.33;57.14;0.94;41.1;17.86;20.51;66.67;1.11;44.12;29.03;1.21;44.74;31.58;8.11;28.57;7.14;0;12.5;1.05;43.02;45;46.51;40.7;42.86;46.15;-12.42;-40.75;66.67;48.51;0;0;0;0;0;0;0;0;7.14;0;7.69;;6.1;0;0;0;45.95;68.42;100;100;31.58;50;;;0;0;0;0;3.17;50;69.44;;46.15;;;;14.29;0;0;100
pruzelda;163;46.75;26.8;56.94;15.25;100;3.36;57.81;50;51.85;90.91;5.25;72.41;37.5;8;61.54;66.67;52.94;37.5;18.75;11.11;21.74;4.12;62.26;56.25;26.23;49.18;0;100;7.91;10.86;12.5;11.63;50;;37.5;18.18;13.33;0;25;0;15;0;16.67;;37.35;0;50;44;50;16.67;;100;66.67;;0;;;0;;0;0;23;67.65;0;100;33.33;0;100;25;100;50;100
driftraper;162;36.65;19.88;54.24;7.02;80;1.44;48.15;25;28.13;100;2.3;54.76;40;1.43;50;27.27;39.39;33.33;13.33;20;10;1.69;50.86;52.38;36.84;43.86;42.86;83.33;9.78;31.7;42.86;5.49;;0;9.52;20;10;0;12.5;;15;14.29;15.38;0;31.71;;33.33;23.53;42.11;54.55;;83.33;27.27;0;;;;0;;;3.37;26;59.09;100;83.33;;;;55.56;;33.33;0
love_mmm;160;49.37;21.66;43.59;5.26;95;0.81;41.1;4.17;9.68;100;0.73;39.58;8;0.5;26.47;23.81;37.5;12.5;0;0;0;0.72;37.42;34.21;53.52;42.25;17.65;100;-17.01;-54.42;76.47;11.24;0;0;6.25;0;5.26;0;0;0;4.17;0;6.67;0;35.06;0;0;35.71;30;76.19;;50;23.81;50;;;;;;0;0.95;47;82.46;;100;0;0;0;0;0;0;100
kervyrx7;158;24.84;16.56;66.67;11.76;100;2.5;46.88;61.54;58.82;87.5;2.75;57.89;42.86;1;33.33;25;36.84;33.33;23.81;50;13.33;2.23;48.33;63.64;33.33;33.33;66.67;100;-11.93;-64.4;14.29;0;0;0;23.08;40;12.5;0;0;;7.69;0;11.11;;21.59;;0;25;27.27;75;;20;25;100;;;;;;;4.93;15;71.43;;100;0;0;;100;0;0;100
Sakic96;157;41.67;29.49;70.77;17.24;89.29;1.71;56.25;21.43;21.74;100;2.33;56;56.25;2.14;62.5;28.57;45.71;50;33.33;0;46.15;1.97;57.25;42.86;35.59;47.46;14.29;50;-5.77;-12.89;38.89;4.65;0;33.33;22.22;71.43;9.09;0;11.11;0;7.14;0;11.11;;40.96;0;14.29;33.33;59.09;57.14;;88.89;28.57;0;;0;;;0;0;0;26;56.52;100;50;33.33;0;100;57.14;50;14.29;100
Fusee;157;48.37;37.25;77.03;33.33;97.22;2.25;63.53;22.22;23.81;54.55;1.05;42.55;28.57;1.33;48.48;27.78;44.44;31.03;41.38;45.45;38.89;1.64;54.55;70;44.78;56.72;41.67;100;43.62;136.97;52.63;4.35;25;;10.53;45.45;15.38;0;0;;38.89;44.44;33.33;;46.84;0;10;22.58;55.56;66.67;;100;27.78;;;;;100;;0;4.21;38;76;100;100;;;;20;;10;100
pepito39;157;47.37;1.99;4.17;2.6;100;0.55;26.98;18.52;20.93;100;0.81;30.95;50;1.5;40.91;58.33;0;45;0;0;0;0.74;30.71;57.14;29.58;38.03;0;83.33;-11.1;-34.84;21.43;57.5;;0;0;0;4.17;0;0;4.35;11.11;50;8;;1.32;0;0;;39.13;41.67;;;58.33;0;;;;;;0;0;31;63.27;;83.33;0;0;;50;0;0;
MrPartagas;154;28.95;1.99;6.82;1.45;50;0.53;22.5;41.18;46.43;;0.31;17.39;35.29;0.75;42.86;0;5.56;70.83;4.17;0;7.69;0.5;24.68;61.11;41.86;37.21;75;66.67;-8.72;-26.87;14.29;32.1;0;0;0;25;0;0;0;0;0;0;0;;2.56;0;0;0;31.25;87.5;;;0;0;;;;;;0;4.14;20;76.92;100;66.67;;;;16.67;;0;
TruuCalling;152;44.59;10.14;22.73;2.86;85.71;0.61;29.69;34.38;30;100;0.65;29.55;37.04;0.57;28.57;27.27;16.13;41.18;11.76;10;14.29;0.62;29.41;8.33;36.92;18.46;0;66.67;-55.73;-191.92;53.85;21.52;0;;18.18;0;3.23;12.5;9.52;0;6.25;20;3.7;;17.65;22.22;7.69;25;20;59.09;;100;27.27;;0;;;;;22.22;0;33;70.21;0;66.67;0;;0;15.38;0;7.69;0
huracan mdp;151;29.05;11.49;39.53;1.67;100;1.16;46.81;13.04;19.23;100;1.33;45.71;38.89;1.83;52.38;40;19.35;59.09;4.55;0;9.09;1.32;47.57;60;35.71;45.24;33.33;71.43;3.86;11.66;55.56;2.44;0;0;11.11;25;30.77;33.33;0;0;39.13;40;38.89;;20.78;20;16.67;20;69.23;40;;100;40;0;0;;;0;;20;0;21;70;100;71.43;0;;0;33.33;0;16.67;66.67
Techtone5;151;48.63;3.42;7.04;1.52;100;0.36;19.4;27.78;34.04;100;0.76;32.65;37.93;5;62.5;56.25;3.45;40;0;0;0;0.87;34.62;52;34.25;28.77;0;73.33;-30.23;-91.3;45.45;42.05;0;33.33;0;0;0;0;0;0;0;0;0;;2.47;0;6.67;0;67.86;18.75;;100;56.25;33.33;0;0;;;100;0;0;39;73.58;25;73.33;;;;26.67;;6.67;100
ub_player04;150;42.36;25.69;60.66;16.07;90.91;1.85;60.66;16.67;16;44.44;1.69;56.41;17.65;1.25;40.54;40;45.45;38.1;9.52;9.09;10;1.64;54.01;46.67;50.85;42.37;25;83.33;-4.03;-49.65;38.46;2.63;0;0;15.38;0;33.33;0;16.67;;44.44;25;60;;40.3;;50;29.41;48.39;60;;100;40;100;;;;100;;;1.05;42;84;;83.33;;;;0;50;50;100
spickovina65;147;31.03;15.28;48.89;16;88.89;2.4;51.06;42.11;45;58.33;7;84;0;3.25;72.22;20;22.58;22.22;22.22;50;0;3.41;64.44;61.11;42.86;47.62;25;81.82;14.07;98.32;36.84;3.95;0;;0;0;16.67;0;25;;15.79;0;23.08;;18.67;0;50;40;65;80;;100;20;;;;;;;0;2;21;75;;81.82;;;;0;;50;100
tony@ng79;145;44.68;29.29;65.08;8.89;100;2.47;63.64;35.71;29.41;68.75;1.57;53.66;16.67;1.2;42.86;29.41;46.67;35.71;7.69;12.5;0;1.85;56.3;57.69;43.33;51.67;20;100;13.13;38.08;44.44;5.81;0;0;0;0;9.09;16.67;0;0;14.29;25;10;;43.66;0;0;19.05;41.67;58.82;;42.86;29.41;100;;;;0;;0;2.01;38;82.61;100;100;50;0;100;25;0;0;100
CrongCrong;144;40.56;28.67;70.69;8.93;100;1.26;41.38;53.57;46.88;100;1.69;50;53.33;1.29;42.86;36.36;52;50;11.11;22.22;0;1.41;44.72;55;37.04;29.63;28.57;85.71;-29.36;-253.65;48.28;0;0;0;6.9;0;10.53;0;33.33;;14.29;13.33;15.38;;49.23;;20;17.65;50;63.64;;57.14;36.36;100;;;;50;;;3.6;27;75;;85.71;20;0;33.33;60;0;20;66.67
Bluf_To_Much;143;34.97;20.98;60;8.93;94.44;1;40.91;25;26.92;53.85;1.8;54.55;30.77;2;48.28;50;25.81;60;6.67;12.5;0;1.43;47.17;66.67;37.5;43.75;33.33;87.5;0.33;4.82;57.14;1.27;;50;0;0;5.88;14.29;11.11;;4.17;0;7.69;;32;20;0;11.76;52.17;42.86;;75;50;50;;0;;;;20;3.01;30;78.95;50;87.5;50;;50;33.33;50;0;
italianhero4;143;37.41;23.91;63.46;20;94.74;1.47;51.02;23.81;29.17;100;2;55.17;25;2.2;61.11;40;60;37.5;31.25;37.5;25;1.73;54.17;38.89;38.3;46.81;0;50;-2.86;5.04;52.94;1.43;33.33;0;0;50;15;0;25;;14.29;12.5;15.38;;33.85;0;25;31.25;50;40;100;66.67;40;0;;;0;;0;0;0;22;70.97;100;50;100;100;;12.5;100;25;100
coman567;142;34.75;25;71.43;12.9;100;1.32;50.88;26.09;24;54.55;0.88;41.67;20;1.11;40;40;28.57;53.33;6.67;12.5;0;1.13;45.76;39.13;47.92;37.5;22.22;83.33;-28.11;-192.95;36.84;0;0;;10.53;0;30.77;0;0;;26.09;18.18;33.33;;37.1;0;12.5;7.69;40;60;;100;40;;;;;0;;0;1.59;33;84.62;;83.33;0;0;;25;;12.5;0
SirRomanov;142;34.04;25;72.92;23.53;94.44;2;57.78;15.38;21.05;80;1.38;54.55;14.29;0.75;33.33;27.27;36.36;45;30;40;20;1.47;52.08;47.37;45.24;47.62;37.5;75;-1.72;28.42;55.56;0;0;0;0;16.67;10;0;33.33;;23.08;33.33;14.29;;30;0;33.33;38.46;40;72.73;;50;27.27;100;;;;;100;0;4.29;24;80;;75;0;0;;33.33;0;33.33;75
LUCKX1969;141;65.25;15.83;23.91;12.82;100;1.04;33.73;48;44.64;50;1.12;40;34.78;1.22;40.74;41.18;5;24;25;18.18;30.77;1.1;36.77;58.06;34.07;35.16;25;50;-17.63;-49.71;54.55;47.37;;0;5;33.33;13.64;28.57;0;0;8;9.09;7.69;;20;33.33;6.25;0;30.77;41.18;;33.33;41.18;0;;;;;;33.33;1.85;42;71.19;100;50;;;;31.25;0;6.25;50
Danger12;135;45.74;31.78;69.49;16.33;100;2.2;62.26;20;26.32;80;1.89;42.5;57.14;1.4;46.67;30;45.45;36.36;18.18;20;16.67;1.97;52.78;55;34.48;46.55;0;100;2.63;14.19;58.82;4.23;0;;6.25;25;16.67;0;8.33;;26.67;16.67;33.33;;49.23;0;12.5;20;26.67;50;;40;30;;0;;;0;;0;0;24;57.14;100;100;100;100;;50;100;12.5;50
Gregolator;134;44.62;6.2;13.79;1.92;80;0.62;26.53;26.32;42.42;100;1.62;34.21;72.73;1.14;44.44;30;7.14;33.33;11.11;14.29;0;0.94;32.38;33.33;32.81;23.44;14.29;60;-28.57;-76.57;66.67;34.67;;0;0;0;0;0;0;0;0;0;0;;9.38;0;0;0;33.33;60;;100;30;0;;;;0;;0;1.68;27;56.25;;60;0;;0;55.56;0;0;
Kjelly89;133;32.58;20.45;62.79;14.52;92.31;1.35;51.11;18.75;17.65;66.67;1.07;46.88;21.43;1.37;50;25;28.57;46.67;20;22.22;16.67;1.26;49.49;54.55;55;47.5;12.5;100;3.02;8.04;57.14;0;33.33;;0;50;18.75;0;33.33;;25;40;0;;30.51;0;0;14.29;58.82;66.67;;0;25;;;;;100;;0;0.82;26;86.67;100;100;0;;0;20;0;0;100
ede56;130;24.6;14.4;58.06;14.49;75;1.44;50;0;26.67;33.33;2.8;63.64;20;7;77.78;25;42.86;61.54;15.38;33.33;0;2.56;62.12;53.33;45.45;51.52;0;66.67;20.06;105.81;16.67;12;;;0;0;42.86;0;;50;50;50;50;;17.02;100;66.67;14.29;64.29;25;;;25;;0;;;;;100;0;21;80.77;100;66.67;;;;0;;66.67;66.67
Buckadrew;128;32.54;23.02;70.73;14.58;66.67;1.37;51.16;18.18;22.22;20;2.57;58.06;38.46;2.67;57.14;33.33;24;62.5;37.5;20;66.67;1.85;54.55;69.23;32.5;55;0;100;16.63;52.53;54.55;5.56;0;0;9.09;;22.22;0;28.57;0;18.18;14.29;25;0;28.79;0;16.67;33.33;38.89;50;0;100;33.33;100;;;100;;100;0;0;21;63.64;100;100;;;;50;;16.67;100
frnkthetank;126;35.2;11.2;31.82;5.66;100;1;35.71;40;46.15;85.71;1.44;46.43;31.25;1.6;44.44;40;26.92;52.63;5.26;11.11;0;1.24;40.91;53.85;30.95;30.95;20;100;-13.94;-35.14;14.29;14.93;0;;14.29;0;0;0;40;0;10;100;5.26;;18.03;0;22.22;37.5;58.33;50;;100;40;;100;;;0;100;0;1.75;19;67.86;0;100;0;0;0;33.33;0;22.22;66.67
imdvb6307;123;36.07;24.17;65.91;20.63;100;3.37;60;35.71;37.5;38.46;1.86;54.17;36.36;1.2;42.86;37.5;27.78;52.63;27.78;16.67;50;2.3;55.42;61.9;47.73;43.18;20;100;10.05;24.72;46.15;3.92;0;;23.08;100;23.08;0;11.11;;35.71;50;16.67;;29.17;;0;0;30;62.5;;50;37.5;;;;;;;;1.01;26;81.25;;100;;;;66.67;;0;100
Biiigfish999;123;35;11.67;33.33;2.5;85.71;0.56;29.41;25;27.27;100;2;41.67;60;3.33;55.56;50;25;57.89;0;0;0;1.15;39.47;58.33;27.27;43.18;33.33;66.67;0.78;1.91;33.33;10.14;0;0;0;0;15.38;0;0;;18.75;0;23.08;;17.74;0;20;20;52.94;37.5;;;50;100;;;;;;0;3.78;20;58.82;;66.67;;;;60;;20;100
Ulanov954;123;47.93;26.45;55.17;14.58;88.89;1.61;51.39;41.18;32;75;1.37;47.83;31.82;1.37;47.83;33.33;47.62;46.67;13.33;0;33.33;1.49;49.65;51.85;47.37;35.09;25;55.56;-29.87;-73.48;50;12.5;33.33;0;11.11;66.67;20;0;0;0;29.41;28.57;30;;36.84;0;16.67;18.18;55.56;58.33;;60;33.33;0;;;;;;0;2.06;32;72.73;100;55.56;;;;16.67;;16.67;33.33
Stars400560;119;40.17;26.5;65.96;10.42;93.75;0.95;45.65;5.56;9.09;66.67;1.25;51.28;15;0.93;39.39;23.81;51.61;64.71;17.65;9.09;33.33;1.04;45.76;45.83;52.17;45.65;28.57;60;-8.2;-58.52;60.87;0;0;0;0;0;9.09;0;28.57;;11.11;8.33;16.67;;45.45;33.33;33.33;5.88;42.86;61.9;100;0;23.81;50;0;;0;0;;33.33;1.71;34;82.93;100;60;0;;0;16.67;0;33.33;100
pstyle76;119;38.66;19.33;50;8.7;100;0.84;35.56;25;28.57;14.29;0.33;17.65;38.46;0.86;27.27;47.06;33.33;55.56;11.11;0;16.67;0.71;29.76;53.33;33.33;31.11;42.86;100;-12.63;-30.06;54.55;9.23;0;0;0;0;7.14;28.57;0;0;6.25;0;8.33;;28.85;0;0;0;21.43;35.29;;0;47.06;100;0;;;0;;0;2.56;25;83.33;100;100;;;;42.86;;0;
RyanAshwater;117;26.96;6.19;22.58;0;100;1;40;36.36;40;50;1.57;57.89;12.5;0.67;36.36;12.5;15.63;77.78;0;0;0;1.08;45;57.14;63.64;48.48;0;100;6.46;15.12;22.22;20.29;100;;12.5;0;0;0;33.33;0;9.09;50;0;;9.38;50;25;16.67;21.43;75;;;12.5;;;;;0;;50;0;22;91.67;100;100;0;;0;0;0;25;100
RowntreWilly;117;29.82;0.88;2.94;0;100;0.36;17.86;33.33;36.36;;0.5;23.53;35.71;4;66.67;37.5;0;57.14;0;0;0;0.84;33.33;76.92;37.14;42.86;33.33;100;9.42;22.04;40;30.3;;50;0;0;7.14;33.33;25;0;5.56;0;6.25;;2.22;33.33;25;;53.85;25;;;37.5;0;0;;;0;;33.33;0;19;79.17;100;100;;;;0;;25;50
syriapoker;116;43.86;19.3;44;9.09;81.82;0.62;33.33;10.53;13.04;50;1.25;45.45;26.32;1.43;45.45;35.71;19.05;33.33;5.56;0;11.11;0.95;40.43;38.1;45.65;36.96;28.57;50;-13.1;-60.79;54.55;16.92;0;;9.09;33.33;12.5;12.5;44.44;0;10.53;0;18.18;;24.56;16.67;45.45;37.5;35;50;;;35.71;;0;;;0;;16.67;3.09;27;75;100;50;0;0;0;0;0;45.45;33.33
bugsbubble;113;34.82;26.13;74.36;20.75;100;1.62;58.33;16.67;15.38;50;0.59;33.33;18.75;0.4;19.05;41.18;50;29.41;41.18;62.5;22.22;0.88;40.23;50;45.71;42.86;50;100;-20.51;-126.62;41.67;0;0;;8.33;40;16.67;0;0;;16.67;0;33.33;;32;0;16.67;18.18;25;58.82;;50;41.18;;;;;0;;0;3;24;80;;100;0;0;;16.67;0;16.67;
freeeye76;112;60.36;50;82.09;38.89;83.78;6.43;70.31;55.56;50;59.09;3.86;61.36;40;4;42.86;86.67;57.89;25;25;0;50;4.94;61.76;33.33;24.19;27.42;0;44.44;-53.52;-119.88;17.65;6.15;0;0;47.06;;27.27;20;16.67;;33.33;25;40;0;64.15;100;0;23.08;55;6.67;;75;86.67;0;0;;;100;;100;0;30;68.18;0;44.44;66.67;100;33.33;0;66.67;0;50
Tulivuori;111;49.09;32.71;64.81;17.39;85.71;2;42.86;55;56.52;55.56;1.75;41.18;54.55;0.67;30.77;33.33;52.17;18.18;18.18;0;28.57;1.53;40.28;59.09;44;34;0;100;-12.39;-27.51;69.23;3.33;;;16.67;33.33;0;0;14.29;;5;14.29;0;;44.23;0;20;21.43;44.44;66.67;;100;33.33;;;;;100;;0;0;25;75.76;;100;;;;40;;20;
masterblstr8;110;31.19;22.22;70.59;15.56;100;3.12;71.43;0;18.18;72.73;1.56;48.28;44.44;2;58.82;14.29;27.78;40;33.33;42.86;0;2.23;60.49;68.75;45.71;57.14;80;60;22.51;130.13;18.18;0;50;0;9.09;;25;0;0;;37.5;50;33.33;;28.89;0;0;0;56.25;71.43;;80;14.29;100;;;;;100;0;5.76;21;77.78;100;60;0;0;0;66.67;0;0;100
RINO774;110;53.7;36.45;67.24;25;80;1.35;47.37;44.44;25.81;80;1.54;50;23.81;1.11;38.46;46.67;57.14;31.25;40;50;33.33;1.36;46.34;45.83;42.11;35.09;11.11;83.33;-25.15;-55.32;56.25;2.13;66.67;0;18.75;50;5.88;0;10;0;11.11;10;12.5;;52.27;0;14.29;10;45.45;53.33;;80;46.67;0;;;;0;;0;0.87;35;79.55;;83.33;100;;100;0;;14.29;50
bogi27;110;47.27;24.55;51.92;20;87.5;0.53;31.58;15.79;13.79;100;0.94;41.03;19.23;7;71.79;41.67;26.32;44.44;0;0;0;1.13;45.93;55.56;51.92;42.31;0;61.11;-12.64;-27.8;63.64;10.34;0;25;10;;0;50;25;0;0;0;0;;29.17;50;30;14.29;78.57;16.67;;100;41.67;50;0;;;;0;50;0;37;82.22;66.67;61.11;0;0;;30;;30;80
pokerdumass;109;37.14;11.43;30.77;0;100;0.43;27.03;10;16.67;83.33;0.69;33.33;29.41;2.5;58.82;33.33;20;38.46;0;0;0;0.73;35.8;50;41.03;48.72;50;100;9.53;20.78;22.22;14.81;0;;11.11;0;7.69;0;0;0;5;;5;;20.41;50;9.09;25;40;44.44;;100;33.33;;;;;;;50;3;27;77.14;;100;0;;0;45.45;0;9.09;
boardrat;106;44.76;24.76;55.32;11.43;100;2;55.81;26.67;30;90;2.27;62.5;16.67;1.7;56.67;11.11;36.36;28.57;0;0;0;2;58.41;39.13;50;39.13;10;63.64;-5.49;-11.64;42.86;5.26;0;0;28.57;;35.29;0;37.5;;33.33;0;45.45;;30.77;50;20;20;64;77.78;;60;11.11;50;0;;;0;0;50;1.17;30;83.33;0;63.64;50;0;100;20;100;20;75
reyTEAM777;106;27.62;12.5;44.83;0;57.14;1;33.33;36.36;43.75;50;0.8;30.77;44.44;1.67;62.5;0;47.06;62.5;0;0;0;1.06;37.78;38.46;48.15;25.93;33.33;66.67;-10.69;-22.66;12.5;12.28;;;0;0;0;0;0;0;9.09;0;10;;26.53;50;0;33.33;36.36;75;;100;0;;;;;;;50;2;14;77.78;100;66.67;;;;25;;0;
JBDJ;103;45.45;30.3;66.67;12.5;100;3.87;70.45;28.57;23.53;58.33;1.8;52.94;23.08;0.78;36.84;27.27;55.56;20;40;66.67;28.57;2.07;57.73;28.57;35;40;11.11;66.67;-22.74;-46.84;53.33;1.82;100;0;20;0;37.5;0;0;0;42.86;33.33;50;;46.51;0;25;15.38;58.33;72.73;;100;27.27;0;;;;0;0;0;0.56;21;67.74;;66.67;0;;0;50;50;25;100
ian113;100;19.39;6.12;31.58;0;100;1.17;43.75;12.5;12.5;0;1.67;41.67;57.14;1.25;50;33.33;25;50;0;0;0;1.31;44.74;71.43;36.84;47.37;50;75;1.64;3.27;25;4.17;;0;0;0;25;0;0;0;25;0;28.57;;14.63;0;0;25;62.5;66.67;;;33.33;0;;;;;;0;5.17;9;64.29;;75;;;;0;;0;
buddie66;99;41.24;1.03;2.5;0;100;1.29;28.13;62.5;66.67;;0.83;29.41;41.67;2.33;46.67;62.5;0;33.33;0;0;0;1.31;32.81;54.55;26.19;23.81;33.33;75;-14.88;-29.46;40;29.09;;100;0;0;0;0;22.22;0;0;0;0;;0;0;50;;46.15;37.5;;;62.5;0;;;;;;0;1.44;18;75;100;75;;;;0;;50;100
Fat Tye;99;45.36;9.28;20.45;0;71.43;1.08;33.33;50;57.69;50;1.2;37.5;45.45;1.75;50;50;18.18;71.43;0;0;0;1.23;37.5;66.67;33.33;37.78;50;80;11.77;23.3;33.33;29.41;100;100;0;0;11.11;0;0;0;16.67;0;17.65;;20;0;20;0;40;50;;;50;0;;0;;100;;0;3.95;19;73.08;100;80;;;;20;;20;100
CHIchiBOND;99;48.94;32.98;67.39;10.81;94.74;2.2;56.41;40;37.5;88.89;3.4;54.84;57.14;3.33;55.56;62.5;48.28;50;21.43;22.22;20;2.72;55.68;50;27.27;38.64;0;66.67;-14.2;-28.12;62.5;3.77;0;0;12.5;0;12.5;0;0;;10;16.67;0;;52.08;0;25;9.52;64.29;25;;66.67;62.5;0;;;;100;;0;0;20;62.5;100;66.67;50;0;100;50;;25;100
Saloxidin;98;58.33;22.92;39.29;6;91.67;0.59;30.36;17.86;15.63;80;0.88;38.89;26.09;1.37;47.83;27.27;53.85;23.08;0;0;0;0.79;36.52;32;47.17;30.19;0;62.5;-42.05;-82.42;55.56;6.98;0;0;25;0;10.53;20;18.18;0;17.86;33.33;13.64;0;44.74;20;13.33;57.14;45.45;63.64;;0;27.27;50;;;;0;;20;0;30;76.92;0;62.5;0;0;;26.67;0;13.33;50
Gadaga;96;31.91;10.87;33.33;0;50;0.25;15.63;27.78;27.27;;1.22;45.83;37.5;2.2;55;66.67;18.18;60;0;0;0;0.79;35.53;45.45;37.93;27.59;20;57.14;-31.11;-59.74;38.1;0;;0;0;0;0;0;0;;0;0;0;0;28.57;0;0;0;73.33;33.33;100;;66.67;33.33;;;0;;;0;0;17;80.95;;57.14;;;;50;100;0;100
Ramjam68;95;41.05;26.32;64.1;15.63;94.12;1.85;55.81;37.5;28.57;54.55;0.89;40;25;0.78;38.89;9.09;44;33.33;33.33;20;42.86;1.26;48.15;55.56;47.37;50;33.33;100;9.05;21.2;45.45;5.56;100;50;0;50;0;0;0;;0;0;0;0;36.73;33.33;0;15.38;25;63.64;;0;9.09;50;0;0;;0;;33.33;2.33;22;81.48;66.67;100;0;0;;0;0;0;
Ad Unicanum;95;38.04;19.57;51.43;10.81;85.71;1;40.54;30;42.86;75;1.86;56.52;20;1.83;61.11;11.11;36.84;46.15;23.08;33.33;14.29;1.39;50;56.25;44.44;50;50;60;18.81;35.74;30.77;8.7;0;100;8.33;0;0;0;40;0;0;0;0;;31.11;50;33.33;12.5;57.14;66.67;0;40;11.11;0;;;0;;0;50;4.28;21;80.77;100;60;;;;0;;33.33;66.67
elwi42;93;16.3;10.87;66.67;0;40;0.5;25;0;25;0;0.33;18.18;37.5;0.4;28.57;0;11.11;100;0;0;0;0.4;23.08;57.14;53.85;38.46;60;100;-3.38;-18.87;44.44;2.04;0;;0;;0;0;0;;0;0;0;;19.05;0;0;33.33;50;100;;;0;;;;;;;0;4.62;8;72.73;;100;;;;0;0;0;
