Player;Hands;VPIP;PFR;PFR/VPIP;3Bet PF;CBet F;Flop AF;Flop AFq;Fold to F CBet;Fold to F Bet;CBet T;Turn AF;Turn AFq;Fold T Bet;River AF;River AFq;Fold R Bet;Att To Steal (LP);Fold to Steal;3Bet Steal;3Bet Steal (SB);3Bet Steal (BB);Total AF;Total AFq;WSD;WTSD %;WWSF;Call R & WSD;Bet R & WSD;BB/100;My C Won;Call PF 3Bet;Limp;3Bet F XR;3Bet R;4Bet PF;3Bet BB v SB;XR Flop;XR River;XR Turn;Limp/Raise;Raise F CBet;Raise F CBet (3B);Raise F CBet (non-3B);Raise F Float;Raise First;Raise R CBet;Raise T CBet;Stole;Bet R;Call R Bet;Call R XR;CBet R;Fold R Bet;Fold to R 2Bet;Fold to R 3Bet;Fold to R 4Bet+;Fold to R XR;Fold to R Donk;CBet R & Fold;Raise R CBet;Call R Eff;Saw River;Saw River %;WSDWRR;Bet R & WSD;CBet T & Fold;CBet T & Fold (3B);CBet T & Fold (non-3B);Fold to T CBet;Fold to T XR;Raise T CBet;WSDWRT
Darkzoner;20;50;30;60;14.29;100;4;57.14;50;66.67;;3;75;;;50;;16.67;0;25;0;50;4;61.54;50;25;50;;;19.83;31.73;100;0;;0;0;0;0;;;;0;0;;;41.67;;;100;100;;;;;100;;;;;;;0;3;75;;;;;;;0;;
tourplaya;20;50;27.78;55.56;0;50;0.33;16.67;25;40;;4;80;0;;75;100;60;25;0;0;0;2;53.33;100;28.57;57.14;;100;44.65;8.93;50;0;;;0;0;0;;100;;0;0;0;0;50;0;50;0;100;0;;;100;;;;;;;0;0;4;100;;100;;;;0;;50;100
Heaven Field;20;26.32;21.05;80;14.29;100;1;50;0;0;;0.5;33.33;0;;100;;40;66.67;0;0;0;1.25;55.56;100;75;100;;100;60.72;24.29;50;0;;;0;;50;;0;;0;0;0;;30;;0;50;66.67;;;;;;;;;;;;0;3;100;;100;;;;0;;0;
JaffaCake;20;55;30;54.55;8.33;100;3;42.86;75;60;0;1;33.33;33.33;0;0;0;66.67;33.33;0;0;0;1.33;36.36;50;50;25;0;;-16.16;-79.85;50;0;;;50;0;0;;0;;0;;0;;62.5;0;0;66.67;0;100;;;0;;;;;;;0;0;4;80;;;;;;0;;0;0
jimmy410;20;47.37;26.32;55.56;0;50;2;33.33;75;75;;2;66.67;0;;0;100;33.33;33.33;0;0;0;2;40;0;11.11;44.44;;;-30.9;-12.36;100;0;;;0;0;0;0;0;;0;0;0;;50;0;0;0;0;0;;;100;;;;;;;0;0;2;50;;;;;;0;;0;
monisla;19;42.11;15.79;37.5;0;100;6;85.71;0;0;100;2;66.67;0;1;50;0;0;33.33;0;0;0;2.75;73.33;80;71.43;85.71;0;100;33.33;25.33;0;0;;;0;0;100;0;100;;100;;100;;25;;100;0;33.33;100;;100;0;;;;;;;;0;5;100;;100;;;;0;;100;100
JoseRaffoul;19;21.05;0;0;0;;;33.33;100;100;;;0;100;;;;0;100;0;0;;;25;;0;25;;;-16.58;-12.6;0;33.33;;;0;;0;;0;0;0;;0;;0;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;
tessuntiger;19;21.05;10.53;50;0;;1;50;0;0;;0.5;33.33;0;0;0;50;25;88.89;0;0;0;0.6;33.33;0;66.67;0;0;;-63.95;-12.15;100;0;;;0;0;0;0;0;;100;;100;;33.33;;;100;0;50;;;50;;;;;0;;;0;3;100;;;;;;;;;
skywalker437;19;44.44;38.89;87.5;22.22;100;4;66.67;50;50;100;;100;;;;;100;0;50;0;100;8;80;20;71.43;28.57;;;-105.95;-40.26;50;0;;;0;;100;;;;50;0;100;;71.43;;;50;0;;;0;;;;;;;;;0;5;83.33;;;;;;;;;0
Airdash;19;27.78;11.11;40;12.5;;1.33;57.14;0;0;;0.67;33.33;0;2;66.67;0;20;66.67;33.33;33.33;;1.14;50;66.67;60;60;100;100;55.24;20.99;33.33;0;0;;33.33;;;;;;0;0;0;;12.5;;50;0;66.67;100;;;0;;;;;;;;12.1;4;80;;100;;;;0;;50;
Tärviö;19;11.76;5.88;50;14.29;100;2;66.67;;;;0;0;0;0;0;0;0;80;20;25;0;0.67;40;0;50;50;0;;-27.76;-42.2;;10;;;;;;0;0;;;;;;0;;;;0;100;;;0;;;;;;;;0;1;100;;;;;;;;;
chokitin;19;26.32;10.53;40;11.11;100;;33.33;100;100;0;0;0;0;0;0;50;25;0;50;;50;0.33;14.29;0;25;0;0;;-40.13;-15.25;0;0;;;0;;0;0;0;;0;;0;;11.11;;;100;0;50;;;50;;;;;;;;0;2;100;;;;;;;;;
FATP;19;55.56;33.33;60;10;75;1.33;57.14;0;0;66.67;0.67;40;0;1.5;42.86;40;60;40;20;0;33.33;1;45.83;71.43;77.78;55.56;50;100;20.04;15.23;100;0;;;0;0;33.33;33.33;0;;25;0;33.33;;62.5;100;0;0;28.57;40;;;40;;;;;;;100;3.03;9;100;100;100;0;;0;0;0;0;
thenumber259;19;78.95;47.37;60;12.5;20;0.4;15.38;50;54.55;100;2;66.67;0;2;57.14;0;50;0;0;;0;1.11;38.46;40;35.71;28.57;0;0;-38.47;-14.62;33.33;9.09;;0;66.67;;0;0;0;0;0;0;0;0;63.64;0;0;33.33;57.14;100;;100;0;100;;;;;;0;0;8;100;;0;;;;0;;0;100
dj dollar112;18;27.78;16.67;60;14.29;100;1.5;60;0;0;100;1.5;42.86;100;;100;;0;0;0;;0;1.75;53.85;0;60;0;;0;-88.89;-32;0;0;;;0;;33.33;;0;;0;0;0;;25;;0;;33.33;;;100;;;;;;;;;0;3;60;;0;0;0;;100;;0;
rag1899;18;100;81.25;81.25;57.14;44.44;6;75;0;0;100;3.5;70;33.33;2.5;71.43;0;100;0;57.14;100;50;3.6;72;40;38.46;61.54;0;66.67;-5.19;-1.87;100;0;;;0;40;100;;100;;50;;50;;100;;;22.22;100;100;;100;0;;;;;;;;0;7;70;;66.67;0;0;;;0;;100
Woodsy777;18;38.89;16.67;42.86;0;100;0.6;37.5;0;0;;0;0;16.67;1;33.33;33.33;40;0;0;;0;0.36;23.53;25;66.67;16.67;0;;-52.08;-3.75;0;9.09;100;;0;0;;;0;;0;;0;;33.33;100;0;0;0;33.33;;;33.33;;;;;;;100;0;5;83.33;100;;;;;50;;0;
sanjorgito23;18;38.89;5.56;14.29;0;100;0.25;11.11;20;42.86;100;0.5;33.33;0;1;50;0;0;0;0;0;0;0.43;21.43;66.67;37.5;37.5;100;;33.71;22.83;33.33;20;;;0;;0;;;0;0;0;0;;10;0;0;0;33.33;100;;;0;;;;;;;0;9.21;4;100;;;0;;0;0;;0;
Brentiee;18;23.53;23.53;100;14.29;100;;80;;;100;;100;;;100;;66.67;50;50;50;;;87.5;50;50;50;;100;-1.92;7.8;0;0;;;50;;;;;;;;;;42.86;;;0;50;;;50;;;;;;;;;0;2;100;;100;;;;;;;
andaluscia;18;52.94;35.29;66.67;16.67;80;;40;100;100;50;;100;;0;0;0;50;0;25;50;0;6;46.15;100;20;40;100;;12.22;2.2;100;0;0;;0;;0;0;;;0;0;0;0;55.56;;;0;0;100;;;0;;;;;;;;3.17;2;66.67;;;;;;;;;
lukeella;18;50;16.67;33.33;20;66.67;0.75;37.5;25;20;100;1;37.5;50;0;0;33.33;33.33;33.33;33.33;50;0;0.67;31.58;0;33.33;22.22;0;;-98.28;-35.38;0;25;;;0;;0;0;0;0;25;;25;;11.11;0;0;0;0;66.67;;;33.33;;;;;;;0;0;4;57.14;;;0;0;;66.67;0;0;0
*kimberwin*;18;44.44;5.56;12.5;0;;0.75;30;50;50;;0.5;28.57;33.33;0.5;33.33;0;0;100;0;0;;0.6;30;66.67;37.5;37.5;50;100;16.81;6.05;50;25;;;0;;0;0;0;0;16.67;0;25;;16.67;;0;;33.33;100;;;0;;;;;;;;5.42;3;60;;100;;;;100;;0;
bingolowjoe;18;35.29;5.88;16.67;0;100;1;25;66.67;66.67;;2;66.67;0;1;50;0;25;40;0;0;0;1.33;44.44;100;16.67;66.67;100;;24.32;17.51;0;28.57;;;0;0;0;;;0;0;;0;;14.29;;100;0;100;100;;;0;;;;;;;;3.39;2;66.67;;;;;;0;;100;
kyleaa1030;18;35.29;35.29;100;28.57;100;5;83.33;;;100;2;66.67;0;;100;0;60;60;40;50;0;4.5;81.82;66.67;75;75;;0;40.57;23.21;;0;50;;;0;;;;;;;;;33.33;;;33.33;50;0;;100;0;;;;;0;;;0;3;100;100;0;;;;;;;
4kopper18;18;50;27.78;55.56;22.22;75;2;66.67;0;0;50;2;40;66.67;;66.67;100;33.33;25;50;66.67;0;2.67;57.14;100;14.29;57.14;;100;6.39;2.3;0;0;;;0;;50;;0;;50;;50;;37.5;0;0;100;100;0;;100;100;;;;;;;0;0;3;50;;100;;;;0;;0;
Idabi68;18;50;38.89;77.78;0;50;1.5;50;33.33;33.33;100;;60;100;;100;;100;100;0;0;;3.5;58.33;100;33.33;50;;100;70.56;12.7;50;0;;;25;;0;;0;;0;0;0;;70;;0;60;50;;;0;;;;;;;;;0;2;40;;100;;;;100;;0;
hejomocr;18;33.33;11.11;33.33;14.29;100;1;50;0;0;100;;83.33;100;2;66.67;;0;0;50;;50;3;69.23;100;16.67;83.33;100;100;61.33;22.08;0;20;;0;0;100;0;;;;0;;0;;14.29;;;;100;;;100;;0;;;;;;;0;2;33.33;;100;;;;;;;
CnISayWanker;17;31.25;12.5;40;0;;1;33.33;50;50;;;100;;;;;33.33;80;0;0;0;2;50;100;25;75;;;37.07;50.42;50;16.67;;;0;0;0;;;;0;;0;;33.33;;;50;;;;;;;;;;;;;0;1;50;;;;;;;;;
slavii0o0;17;76.47;64.71;84.62;42.86;100;2;66.67;0;0;66.67;1.75;63.64;0;2;40;66.67;75;33.33;33.33;0;66.67;1.89;60.71;57.14;58.33;58.33;100;100;63.76;21.68;100;0;;;0;100;0;;0;;0;0;0;;87.5;0;50;0;33.33;33.33;;50;66.67;;;;;;;0;12.6;9;90;;100;0;;0;0;0;50;100
farlzz;17;23.53;11.76;50;0;100;0.5;33.33;0;0;100;1;50;0;0;0;50;50;50;0;0;0;0.6;33.33;50;66.67;33.33;100;;-35.93;-17.68;0;0;;;0;;0;0;0;;0;;0;;33.33;0;0;0;0;50;;0;50;;;;;;;0;3.52;3;100;;;;;;0;;0;
DarkManoir;17;17.65;5.88;33.33;0;0;1.5;50;100;50;;2;66.67;;;100;;0;75;0;0;0;3;69.23;100;40;80;;100;13.38;0.91;;0;;;;0;0;;;;0;;0;0;14.29;;;;100;;;;;;;;;;;;0;4;100;;100;;;;;;;
JohnPorno606;17;43.75;25;57.14;0;50;2;50;0;33.33;;;100;;0;0;0;66.67;100;0;0;;2.5;62.5;50;66.67;50;0;;4.71;0.32;;11.11;;;;;0;0;;;100;;100;;50;;;50;0;100;;;0;;;;;;;;0;4;100;;;;;;;;;
Levosh413;17;56.25;31.25;55.56;30;50;1;37.5;50;50;100;5;83.33;0;4;66.67;33.33;;100;0;;0;2.4;60;60;55.56;44.44;0;66.67;69.65;23.68;50;16.67;;;50;0;0;0;100;0;0;0;0;;20;100;0;;75;33.33;;;33.33;;;;;0;;100;0;6;85.71;100;66.67;;;;0;;0;100
gregor7878;17;29.41;23.53;80;25;100;1;33.33;50;50;100;;33.33;100;;100;;25;50;0;0;0;3;42.86;100;20;40;;;47.68;16.21;66.67;0;;;0;0;;;;;0;0;0;;25;;;0;100;;;100;;;;;;;;;0;2;50;;;;;;;;;
SHAPKA4444;17;25;18.75;75;0;0;1;50;;0;;;100;;;100;;50;100;0;;0;3;75;100;66.67;100;;;37.03;16.28;0;0;;;0;0;50;;;;;;;0;42.86;;;50;50;;;;;;;;;;;;0;3;100;;;;;;;;;
buggspray;17;35.29;23.53;66.67;50;25;0.33;25;0;0;100;4;66.67;50;2;66.67;0;50;0;100;100;100;1.4;53.85;100;42.86;85.71;100;100;107.88;36.68;20;0;;;0;;0;;;;0;;0;;28.57;;0;0;66.67;100;;100;0;;;;;;;;8.88;4;57.14;;100;;;;100;;0;
robriver1;16;75;43.75;58.33;57.14;100;1.6;57.14;0;16.67;100;2.67;72.73;0;3.5;77.78;0;50;0;100;100;;2.3;67.65;33.33;75;41.67;50;33.33;-5.19;18.68;100;28.57;;100;0;;20;0;50;;33.33;33.33;;;50;0;100;0;85.71;100;;100;0;0;;;;;;0;9.91;9;81.82;0;33.33;;;;0;;100;100
Kostrowsky;16;25;6.25;25;0;;2;50;33.33;33.33;;;100;;;100;;33.33;66.67;0;0;0;4;66.67;100;25;75;;100;31.41;18.54;33.33;25;;;0;0;;;;0;33.33;0;50;;20;;;0;100;;;;;;;;;;;;0;1;100;;100;;;;;;;
DikkieB;16;21.43;0;0;0;;;0;100;100;;;;;;100;;0;100;0;0;;;33.33;0;33.33;0;;0;-22.66;-7.25;;28.57;;;;;;;;0;0;;0;;0;;;;100;;;;;;;;;;;;0;1;100;;0;;;;;;;
oobara;16;12.5;6.25;50;0;;;0;100;100;;;;;;;;;100;0;0;0;;0;;0;0;;;-27.34;-8.75;100;0;;;0;;0;;;;0;0;0;;20;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
TheSmudge;16;31.25;12.5;40;16.67;;0;0;25;25;;;0;100;2;66.67;;0;0;0;;0;0.5;25;66.67;60;40;100;100;46.14;29.53;50;10;;100;0;;0;;;0;0;0;0;;0;;0;;33.33;;;;;0;;0;;;;;0;3;75;100;100;;;;100;;0;
OMGLFISGD;16;62.5;13.33;20;0;0;0.67;28.57;50;40;;0;0;0;;0;100;0;;;;;0.33;18.18;80;50;60;;;64.87;20.76;66.67;37.5;;;0;;0;;0;;0;0;0;;33.33;;0;;0;0;;;100;;;;;;;;0;6;100;;;;;;0;;0;
Pasha713;16;20;20;100;0;0;;0;100;100;;0;0;0;;;;16.67;100;0;0;;0;0;100;50;50;;;-3.41;-1.09;50;0;;;0;;;;;;0;0;;;27.27;;;50;0;;;;;;;;;;;;0;1;100;;;;;;;;;
koebi123;16;53.33;6.67;12.5;0;;0.17;12.5;0;14.29;;0;0;50;1;33.33;33.33;0;25;0;;0;0.22;13.33;100;37.5;50;100;;62.25;19.92;100;30;;;0;0;0;0;0;;0;0;0;;10;100;0;;0;33.33;;;33.33;;;;;;;100;30.83;4;66.67;100;;;;;33.33;;0;
the-deeney;16;37.5;6.25;16.67;0;100;1;28.57;66.67;50;0;;100;0;0;0;0;25;33.33;0;0;0;1.67;45.45;0;50;12.5;0;;-62.5;-20;;33.33;;;;0;0;0;;0;33.33;;33.33;;11.11;;;0;0;100;;;0;;;;;;;;0;4;80;;;;;;;;;0
rawsignature;16;50;31.25;62.5;40;33.33;0.25;14.29;33.33;20;100;0.33;25;0;0;0;0;;33.33;33.33;0;50;0.22;15.38;20;71.43;14.29;0;;-70.94;-4.54;;0;;;;0;0;0;0;;0;0;0;0;25;;;;0;100;;;0;;;;;;;;0;5;100;;;0;0;;;;;
Lockerl71;16;31.25;12.5;40;0;50;1;33.33;50;50;0;;0;100;0;0;50;40;50;0;0;0;0.5;16.67;50;40;20;100;;-29.53;-1.89;;10;;;;0;0;;0;0;0;;0;;20;;;0;0;50;;;50;;;;;;;;2.02;3;75;;;;;;;;;
CoachRev;16;46.67;26.67;57.14;20;33.33;1.5;60;0;0;;2;57.14;50;0.33;25;0;40;0;50;100;0;1.14;50;20;71.43;28.57;0;;-7.5;-2.4;50;11.11;;;0;0;100;0;;;50;100;0;;33.33;0;0;0;33.33;100;;;0;;;;;0;;0;0;6;85.71;;;;;;0;;0;
Javaanseman;16;31.25;12.5;40;12.5;100;3;75;0;0;100;1;50;0;;;;0;50;25;0;50;2;66.67;33.33;75;50;;;-53.75;-3.44;66.67;0;;;0;0;;;;;50;50;;;14.29;;0;100;0;;;0;;;;;;;;;0;3;100;;;;;;0;;0;
Carpediem40th;16;46.67;20;42.86;0;100;0.5;28.57;20;20;100;;33.33;100;0;0;0;75;50;0;0;;0.8;28.57;100;14.29;28.57;100;;-3.39;-2.09;66.67;14.29;;;33.33;;0;;0;0;0;0;0;;50;;0;33.33;;100;;;0;;;;;0;;;6.79;1;16.67;;;;;;100;;0;
PinkTaxa;15;46.67;0;0;0;;0.67;33.33;20;20;;1.5;60;0;0.5;33.33;0;0;33.33;0;0;0;0.86;42.86;50;57.14;57.14;50;0;25.7;23.13;100;42.86;;;0;;0;0;0;0;20;100;0;;0;0;0;;25;100;;;0;;;;;;;0;4.2;4;80;;0;;;;0;;0;
xyztu;15;26.67;20;75;0;100;0.5;16.67;66.67;50;;0;0;0;;;;33.33;100;0;0;;0.25;12.5;50;40;20;;;-48.17;-2.89;100;0;;;0;;;;;;0;0;0;;37.5;;0;0;0;;;;;;;;;;;;0;2;100;;;;;;0;;0;
pokerqmaster;15;7.14;7.14;100;12.5;100;;100;;;100;;100;;;;;0;100;0;0;0;;100;0;100;0;;;-27.5;-9;0;0;;;0;;;;;;;;;;0;;;;0;;;0;;;;;;;;;0;1;100;;;;;;;;;
Mr.Buster;15;66.67;20;30;0;100;3;50;80;80;100;4;66.67;50;;50;100;33.33;50;0;0;0;3.67;55;33.33;30;20;;0;-50.61;-45.55;50;16.67;;;50;;0;0;0;0;0;0;0;;50;;0;0;25;0;;0;100;;;;;;;;0;4;66.67;;0;;;;100;;0;
robipokeric;14;21.43;7.14;33.33;0;;0;0;0;0;;2;66.67;0;;100;;0;66.67;0;0;0;0.6;37.5;50;66.67;66.67;;100;14.71;2.06;0;0;;;100;0;0;;0;;0;;0;;14.29;;0;;50;;;;;;;;;;;;0;2;66.67;;100;;;;0;;0;
KingBoogie04;14;35.71;28.57;80;14.29;100;2;57.14;100;100;0;;33.33;100;;;;33.33;66.67;0;0;0;2.5;50;;0;40;;;-19.21;-16.14;;0;0;;;0;;;0;;0;;0;;33.33;;;0;;;;;;;;;;;;;0;0;0;;;;;;;;;
Beliziano;14;30.77;23.08;75;20;50;1;50;0;0;;0;0;50;;100;0;50;0;100;100;;1.5;50;100;50;75;;100;49.14;13.76;;0;;;;;;;0;;0;;0;;33.33;100;0;100;100;0;;;0;;;;;;;100;0;2;66.67;100;100;;;;0;;0;
guns_n_fight;14;28.57;21.43;75;22.22;0;0;0;0;0;;0;0;50;1;50;0;50;33.33;33.33;50;0;0.25;16.67;0;33.33;33.33;0;;-54.21;-7.59;0;0;;;0;;0;0;0;;0;0;;;25;0;0;0;50;100;;;0;;;;;;;0;0;2;66.67;;;;;;50;;0;
artin;14;50;7.14;14.29;0;100;0.2;12.5;40;33.33;;0.5;25;33.33;1;33.33;50;0;100;0;0;0;0.38;20;0;42.86;0;0;0;-110.71;-31;;33.33;;;;0;0;0;0;0;0;;0;;0;0;0;;25;50;;;50;;;;;;;0;0;4;80;;0;;;;50;;0;
nickdomino;14;28.57;7.14;25;0;100;1.5;60;0;0;100;;66.67;100;1;50;0;0;50;0;0;0;2;60;50;50;50;0;;-4.89;-1.37;0;16.67;;;100;;0;;0;0;66.67;;66.67;;16.67;;0;0;100;100;;;0;;;;;;;;0;3;75;;;;;;100;;0;
Cant0na1986;14;30.77;23.08;75;25;100;2;66.67;0;0;;0;0;0;0;0;0;0;33.33;33.33;50;0;0.67;40;50;66.67;66.67;0;;-2.29;-1.28;;0;;;;0;;;;;0;;0;;25;0;0;100;0;100;;;0;;;;;;;0;0;2;100;;;;;;0;;0;
Fatgirl108;13;33.33;33.33;100;20;50;;100;;;0;;;;;100;;50;100;0;0;;;100;50;100;50;;0;-5.34;-40.05;0;0;;;100;;;;;;;;;;33.33;;;100;50;;;;;;;;;;;;0;2;100;;0;;;;;;;
MDB_ZING;13;41.67;25;60;60;100;3;60;0;50;100;;50;100;;100;;0;0;50;;50;5;62.5;0;50;0;;0;-113.69;-18.78;;14.29;;;;100;0;;0;;0;;0;;0;;0;;100;;;100;;;;;;;;;0;2;66.67;;0;;;;100;;0;
Fisherman FV;13;38.46;15.38;40;14.29;;0.5;25;25;25;;;33.33;100;;100;;33.33;20;20;0;25;1.5;37.5;50;40;20;;100;-6.08;-0.79;100;0;;;0;0;33.33;;0;;25;50;0;;20;;0;0;50;;;;;;;;;;;;0;2;50;;100;;;;100;;0;
OsoM101;13;46.15;23.08;50;0;100;;60;66.67;50;0;;100;;;;;66.67;50;0;;0;;66.67;50;40;40;;;-9.71;-9.73;0;12.5;;;0;0;50;;;0;33.33;;33.33;;37.5;;;33.33;0;;;;;;;;;;;;0;2;100;;;;;;;;;
misahy105;13;53.85;46.15;85.71;25;100;1.5;50;100;50;;0;0;0;;100;0;0;;;;;0.8;40;33.33;50;50;;;18.62;4.84;100;0;;;0;;0;;0;;0;;0;;57.14;;;100;0;0;;;0;;;;;;;;0;3;100;100;;;;;;;;
adygji;13;69.23;27.27;33.33;0;100;1.5;50;25;25;100;0.8;44.44;0;0.25;16.67;20;50;0;0;0;0;0.73;38.1;16.67;66.67;22.22;0;;-114.31;-29.72;33.33;33.33;;;0;;33.33;0;33.33;0;50;100;33.33;;40;0;100;0;16.67;80;;100;20;;;;;;;0;0;8;100;;;;;;0;;100;0
jan19601301;13;50;16.67;33.33;33.33;100;;75;0;50;;0.5;33.33;0;;50;100;14.29;0;50;0;100;2.5;55.56;66.67;50;50;;100;66.54;3.46;;25;;;;;100;;0;;100;;100;;11.11;;;0;33.33;0;;;100;;;;;;;;0;4;100;;100;;;;;;;
manoAAmano;13;36.36;9.09;25;0;100;3;60;0;33.33;0;;50;100;1;50;0;0;50;0;0;0;2.5;55.56;100;50;50;100;100;64.48;33.53;;25;;;;;33.33;;0;;100;;100;;12.5;;;;100;100;;;0;;;;;;;;5.82;2;66.67;;100;;;;;;;
Leon_Javur;12;50;33.33;66.67;0;100;;50;100;100;100;;100;;;;;50;;;;;;60;0;25;25;;;-31.08;-14.92;0;0;;;0;;0;;;;0;;0;;50;;;50;0;;;0;;;;;;;;;0;1;100;;;;;;;;;
mouth146;12;58.33;33.33;57.14;0;75;4;57.14;66.67;66.67;100;1;50;0;;0;100;100;33.33;0;;0;2.5;50;50;28.57;42.86;;;-11.46;-5.5;100;0;;;0;;0;;;;0;0;0;;66.67;;;0;0;0;;0;100;;;;;;;;0;3;100;;;;;;;;;
vauvenarges;12;50;16.67;33.33;16.67;100;1.5;50;0;0;100;1;50;0;1;40;50;;0;0;;0;1.17;46.67;25;66.67;16.67;50;0;-101.83;-24.44;50;20;;0;0;;0;;;;0;0;0;;25;0;0;;66.67;50;;50;50;0;;;;;;0;5.28;5;100;;0;;;;0;;0;
orimen;12;25;8.33;33.33;0;;0;0;50;50;;0;0;0;0;0;0;0;50;0;0;0;0;0;0;50;0;0;;-35.42;-34;0;0;;;0;;0;0;0;;0;;0;;20;0;0;100;0;100;;;0;;;;;;;0;0;1;100;;;;;;0;;0;
xxkk19;12;33.33;16.67;50;0;;0;0;0;50;;;;;;100;;50;0;0;;0;2;50;100;33.33;66.67;;100;-6.87;-0.33;0;0;;;;;0;;;;0;;0;;22.22;;;0;100;;;;;;;;;;;;0;2;100;;100;;;;;;;
JeansBjörn;12;25;16.67;66.67;0;100;2;50;;;0;;;;1;50;0;25;100;0;0;0;1.5;50;0;33.33;33.33;0;;-26.06;-25.02;100;0;0;;0;;;;;;;;;;25;;;0;100;100;;;0;;;;;;;;0;2;100;;;;;;;;;
Veemer;12;41.67;33.33;80;25;100;1.5;60;0;0;100;3;75;0;0;0;0;50;50;50;100;0;1.5;60;0;25;75;0;;12.92;3.1;50;14.29;0;;0;;;;;;0;0;;;50;0;0;0;;100;;;0;;;;;;;0;0;1;25;;;;;;0;;0;
realkinghoog;12;16.67;8.33;50;0;100;;100;;;100;1;50;0;0;0;0;20;75;0;0;0;1;50;50;100;50;100;;0.54;0.26;;0;;;;0;;;;;;;;;14.29;;;0;0;100;;0;0;;;;;;;;3.32;2;100;;;;;;;;;
jpearson82;12;25;16.67;66.67;25;;0;0;50;50;;;0;100;;;;25;100;0;0;;0;0;;0;0;;;-16.67;-4;100;0;;;0;;0;;;;0;0;0;;12.5;;0;0;;;;;;;;;;;;;0;0;0;;;;;;100;;0;
MTLranger54;12;27.27;18.18;66.67;25;100;3;75;0;0;0;;0;100;;50;100;0;100;0;0;;4;57.14;100;33.33;33.33;;100;-18.1;-8.69;0;14.29;100;;0;;0;0;;0;0;;0;;14.29;;;;50;0;;;100;;;;;;;;0;2;66.67;;100;;;;;;;
anne D162;12;41.67;8.33;20;0;100;0.25;16.67;0;0;;0;0;0;0.5;33.33;0;50;;;;;0.22;16.67;0;60;20;0;0;-94.17;-45.2;33.33;40;;;0;;0;0;0;0;0;0;0;;20;;0;0;33.33;100;;;0;;;;;;;;0;3;100;;0;;;;0;;0;
Firegale;12;25;25;100;14.29;100;1;50;0;0;100;1;50;0;0;0;0;50;100;0;0;0;0.67;40;0;50;50;0;;-19.42;-2.33;0;0;;;0;;;;;;0;0;;;40;0;0;0;;100;;;0;;;;;;;0;0;1;50;;;;;;0;;0;
DUSTY70888;12;8.33;8.33;100;0;;;;;;;;;;;;;33.33;100;0;0;0;;;0;100;0;;;-25.75;-6.18;0;0;;;100;;;;;;;;;;20;;;0;;;;;;;;;;;;;0;1;100;;;;;;;;;
pdmse;12;45.45;18.18;40;0;;4;57.14;50;50;;;100;;0;0;0;25;;;;;2.5;55.56;50;40;40;0;;16.92;2.03;33.33;25;;;0;;50;0;;0;50;100;33.33;;25;;;0;0;100;;;0;;;;;;;;0;2;100;;;;;;;;;
terracotta13;12;25;8.33;33.33;0;;0;0;0;50;;1;50;0;0;0;0;50;0;0;0;;0.25;16.67;50;66.67;33.33;50;;-10.67;-2.56;33.33;16.67;;;0;;0;0;;;0;0;;;25;0;0;0;0;100;;;0;;;;;;;0;3.36;2;100;;;;;;0;;0;
kladde567;12;50;25;50;0;0;0;0;25;25;;1;33.33;33.33;;66.67;100;100;0;0;0;0;0.75;30;50;40;20;;50;-26;-6.24;50;0;;;0;;0;0;50;;0;0;0;;50;0;50;0;66.67;0;;;100;;;;;;;0;0;3;75;;50;;;;0;;50;100
Dohwsun31;12;41.67;33.33;80;0;75;2;57.14;0;50;100;1.5;50;33.33;2;66.67;0;33.33;100;0;0;;1.8;56.25;0;50;16.67;0;;-142.54;-34.21;50;0;0;;0;;0;;0;;0;0;;;57.14;;0;0;;50;;;0;;0;;;0;;;0;3;75;0;;0;;0;100;0;0;0
Phiel333;12;40;40;100;25;33.33;;100;;;0;1;50;0;1;50;0;75;75;25;0;100;1.5;60;50;66.67;66.67;100;0;19.25;2.31;0;0;;;0;100;;;;;;;;;60;;;0;100;100;;;0;;;;;;;;5.92;2;66.67;;0;;;;;;;
amonzheng007;12;33.33;25;75;0;100;;50;100;100;;;;;;;;50;75;0;0;0;;50;;0;50;;;-14.17;-3.4;0;0;;;0;;0;;;;0;;0;;60;;;33.33;;;;;;;;;;;;;0;0;;;;;;;;;;
pitbear;12;33.33;16.67;50;0;100;1;50;0;0;100;;50;100;;;;100;;;;;2;50;0;66.67;0;;;-56.25;-22.5;33.33;0;;;0;;;;;;0;0;;;50;;0;0;0;;;0;;;;;;;;;0;2;66.67;;;;;;100;;0;
ploomboom1;12;36.36;27.27;75;0;100;1;50;0;0;0;0;0;50;2;66.67;;0;;;;;1;42.86;50;66.67;33.33;100;100;-14.17;-3.4;100;0;;100;0;;0;;0;;0;0;;;50;;0;0;50;;;;;0;;0;;;;;0;2;66.67;100;100;;;;0;;0;
folk3333;12;0;0;;0;;;;;;;;;;;;;0;100;0;0;0;;;;;;;;-9.37;-2.25;0;0;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
Janse76;12;41.67;33.33;80;42.86;100;3;60;100;100;100;;50;100;;;;0;100;0;0;0;4;57.14;100;25;50;;;10.54;2.53;100;0;;;0;0;;;0;;0;0;;;25;;;;0;;;0;;;;;;;;;0;1;50;;;;;;;;;
